password,score
"I?r6BTc8$7^94jn>TxB""",25
BW$9!|~5iLG:33dnlkZ0,25
@0piK0+r+V23N`W1wQh\,25
?+UM29tr`rj3U+i1P(P4,25
{=rw1J9q)La2Z35|JCs*,25
(hU847jwj-3DwI.8G/L(,25
k1158J$U\psMj}B3r`M<,25
7bs0A%CP5v6~3aB^c_{W,25
z_8x67J58l)LP/c[R~Um,25
H$e5T96xi[}:IYN:t69z,25
7x|Ltp_-Bh7}A27X'7wH,25
:UM9h.zD6ly6i0*}=9YA,25
wU?2%LB+':PAgp8890hf,25
^6Tg>15+!cdEY1jK$4fB,25
b29Fq>y+5lE3|_aUGE1<,25
W0(UjD9D4\quI9b~x.3#,25
"9418[IRZXlzp4jO,/[p[",25
Dz9qU])7N:O'1dqu6V1{,25
"r@""Fj0M0gM6>Vu6v.G4.",25
b{(3267hl:nT]CCd!0MH,25
J^8SWd!K564j9.m]mfT/,25
"6t~ziI1DZ41={,5~fHzT",25
wNYKgq3?=+8k)UnL091},25
%So;M9a2[54ROm2g$tX',25
"0&93,KGnJRm4[ae|O8b(",25
"Xp0*,-^qt42P51LhnV@C",25
by~:3Q3IF<J+00?6oKpz,25
"F~0X3a>B9dd@E,~fd94R",25
R6T2w![2&oD5J)4f&sjI,25
@HZd3m-5YR)p#2Q04dw&,25
jaX>o;+E1R5+5SZ.96xo,25
Z#6E31bQA|i91Dd%l/i>,25
.E7.2wpB9GX93$Vl+)ri,25
"E6E5JG9u""r9&Dw-5,xe_",25
"O1)50y|'pePKN0yLj"";3",25
"W/>k7#o5,cKqCOrT577(",25
9_lx:^S3(Q7oH97el@XT,25
c6|/U9~h|oR$6F1DXpb8,25
;i4&6H*wbq6LRX@|m5G8,25
@4LNb7Zkk55<VmiJ4$&*,25
F]3fi*aC;<8EPfhA$749,25
PwBb3A)9l<:62w:J6wW*,25
!$ZE9zW4R?edm1Eg03<;,25
O^1U<#:0Q9_hbs3Hti6F,25
xIz899#O0X7m%ojSU?;&,25
"UgR[D""60%?<k1G8Ovv3i",25
"5pgibZ7T)Q17a7%(L>X,",25
"F6tN""iA.{4j93bXI1,q'",25
bq4j5c\%T8!C~RZ3C<8l,25
2nEZ&5Nh8**eoo)I:Y94,25
"',Z>%6g3DTR3kUk)iq50",25
-Vi5bK*>?M45w0x%8KnZ,25
"0JpuO]7DXea{M49e%{""1",25
u89/1JkbW'1:8eL=%aUZ,25
Fx0a\17>7&PaqB1VI#s},25
02@8NfH:y`W?03ottQ^O,25
0K4>f?9v7-4B$)vNaSbF,25
(SZ9gLt)8Ak5U8af*=_1,25
2~~1`z3&J_Fsoe1HR6Jq,25
IbCy1JG4:#%I85n6<m_z,25
UW5{P0xY9|6S]m|hek8:,25
PWe9jJi42ob+O|$%8L#9,25
"6~(b5cT""11qC.LJew{D8",25
":,7M10,HcAQi3J(gy<r0",25
p8a[hMTsK*L>457)_n1M,25
'g=nW9zO8Cf<4h4OW[<2,25
dR_#&lBa9]xK$60Vj4O7,25
1x*4tp01$xL$c?B{HDN1,25
SiO849%5twv[]6qT^XH$,25
"v~**na,3HC16D(cl01IA",25
%A%9M-cj4fRZ:e71Co@5,25
"3gH""3i-aDD%Vi6k77S(;",25
Sr/Rd9{`8qvh0]6H^CP3,25
Pjh{9WR<5x}p2?2Q7Bp<,25
"e330(_jrBq$ON8,5DVv+",25
55vC^O}1`P8r9Jda(aR@,25
`/0gj)%(RFN41N1vok4D,25
F]bl80$s9TJl[9&jU)Z9,25
mR7d%]nN0O.DB9k5t)9[,25
[4]8{KAHh2;T0tp6gj?Z,25
4cp3CX.o1g3|_V\+lKU8,25
$KJeg;H.0^K2v3w7Zu5`,25
"Kp8E3!Q0a|Sjw8""^0E.q",25
"aH#)0d2wOk}5SlJ36|E""",25
Z72U`mxu06WY@)m3~/zX,25
%&]L1O1N6pCx3Kso~5w=,25
"toG2v<tZ^?3/0Ph,1YK7",25
"~rZ2cD'=F12yV""C9ih|1",25
FJyCr3C-}x.J9284g(#j,25
(jwm{MJb#-X4zZ1T8^55,25
N=gpz7]CS7@u5I62-W@p,25
"b4D^76""r<nJ`r4ASK2}q",25
In8IT:;7Q)r3U/h0r7[k,25
F0p?1Bt<1U\qE0t*F2a`,25
1O0CUtj^$!j5xPM=7-6e,25
P:vxJ7a735;-y6#UZSv\,25
k!74|BUxC72\!rnAe7A=,25
0yNb69SB4ng>qA!K`.3$,25
06{f16XQN?'-J+mEyne6,25
"59iY#1G(6;gMC,eoEd2)",25
