password,score
5Gz9k)VK3f.>,21
z1Y~7HuF=3v+,21
J_lZ0t1~.4aM,21
a1+W64+S=aTm,21
s;M?48Ee@m2W,21
Y;<VkwU71z~5,21
28}v;vw3I+ZW,21
"pOkMV38`4)""d",21
iD7=0Zjk&R~2,21
F!^94xZz}S7q,21
32IaUW$\l8>y,21
24^6GU(cemA},21
"""vW=UC7e59t&",21
viJMo0$O>71$,21
P'l5m60W/C@c,21
3hHn7^F$iV5\,21
5:0zEuFqR=0<,21
0b'mLKA$4)2z,21
$+V36PmoY#7x,21
"""h12Q@Gb5=iL",21
"G,G7ve32q'E'",21
(JR'0b18.Xdd,21
!meZ10CR{8\x,21
yM@9.T\9qdJ6,21
J6#`f]4rJn9V,21
*7iJpx{9Z+S0,21
Q\2FIo2(8dc',21
4TrL_8Xm(4[i,21
6*3pJhY:w3<S,21
T+Gm#6(6uz3Z,21
FoOK3/;?t63x,21
A74f9:kbEY^>,21
@A1Hc?t%6Q3r,21
taoRN65U:<'3,21
25`=q\p2hDQL,21
"Y19nFn$j0|""U",21
{53qFRwj@<N1,21
l'79n)]5NoQP,21
0]]%mkDZFc06,21
68qw>M9?QMu\,21
lu}39NH9?jC;,21
91Sk9ITg\=x&,21
"46N""s5v!DjI-",21
{7Y;bIF6t7o&,21
LQa8ap6:#1'K,21
oC]6Kc0&[5mN,21
J9Mf)5tF*0\w,21
8iI<k~[mXR36,21
kO&Nt>?12e6R,21
2'Y+j70ayM+V,21
"K+Y,hh6E)48z",21
!VN+7z4slY7|,21
"]i1""9@L7GwSc",21
"!Zhi""E:R238n",21
L5.2gUpF|`v1,21
$9n7.PtY7}Vm,21
"3Q,/v8nE.3qK",21
C]72)O7ojR{q,21
!N2E@1uAz8+e,21
!uJf'*c01O1A,21
2X3Rlp$o}]1A,21
:/\b97oY5RIw,21
%0JC]%4vNu0w,21
",K>G;22V0auz",21
9;^(X2fXwqL8,21
By60=5kk|?TY,21
~E%BwA01r0`d,21
c1f}WY@a3%0W,21
M<RtI]f6)4z2,21
G59*fg[\GjR0,21
5K{yqU`i#R49,21
&a[HW2c8B4z;,21
-ZUM!h7f6i!9,21
"3Ig$kZ6{2""Il",21
hJe5O^@eW7{8,21
q8_6DNI6w@*a,21
W>L4;6?5waoL,21
9d(NU37.Ilm@,21
20K0wRk_{%qA,21
"4(GXF99,mk~j",21
p43C/S+2a]wQ,21
"Hyy96PI""=8!k",21
hIi{Z^7I08x.,21
^_ASA3{25ync,21
x2K#ZY3#9u}o,21
"lpY;~""Q8d99O",21
o6z?5QR{4?Bu,21
ybS8M*H;6d;4,21
8z:58iVNs?*O,21
"1""L$*C67Zyho",21
"0""J3/pvHG^k1",21
"4F""63^Ou!Imq",21
e!QS66`1oC#w,21
6rH}44|nB)Rv,21
6BS[q71.qpQ#,21
OA2nz\i}3V}7,21
n_9++Oaw70TM,21
f0>db.B23W_Q,21
[Lu*0t33O%Qk,21
P4:6hfNcR#6@,21
average score,21.0
