password,score
ypkypPbS9fZT,21
2zpqygha9XUa,21
55BExTxfYWqE,21
BVzt5QMSAkkT,21
59GHqFzRAbnb,21
rA4RHsUTw7f9,21
j93GfsJjzSkz,21
fDtM8D579u6L,21
NrKJ2p4dbwKe,21
M8mNg3xHmKmM,21
HUQeTbkF8jyW,21
EfANZG7tJXeQ,21
arSFV7QXeYqT,21
5TJjNs7nQFDz,21
xgwY55dAVPca,21
KVrcGcwL4qSH,21
sFhABEB2p2tn,21
2cbu43yP3YqB,21
8Yfs82UTnrCh,21
A6zeLRNXMg3Y,21
KHEhfyfGr8ks,21
c2hUthb69wZQ,21
DHrav2MVbGcu,21
meH3BKNvvEy8,21
4Ad7sGFCR5rr,21
9ptmwvPKpJtB,21
4gUhVxZkYhLD,21
N5mur294bNGE,21
gKd9h9tGT8Wu,21
L6ejMkxVu3wp,21
9uQajZKDLgvT,21
m8UfxJywyLQX,21
LGPcn8W2z7UV,21
M32akkHMVVtW,21
kLt78p7kmL6X,21
5fsfUm6FQXJ4,21
hRy6uYaCMLtC,21
bh5mVzYrPK8T,21
t59XWytSY443,21
R9Djzwy6pZk2,21
yfAp6Jtwp68n,21
XvCm7DZMY3Tj,21
rfxREgV5TvDu,21
U585fPYbUmNU,21
D757DaW8jzxS,21
pm3KTMByxcFy,21
N6QPr2e8YFH5,21
vD2QtgZQpTQt,21
vsp6VCXqNMSW,21
f4ASwzZ63k65,21
HH7aTsngTnRs,21
Bbf5KVe5MKtz,21
6mmJm8cUhAp4,21
5CrP5e4kCQv3,21
Gf2yKQ67UfcX,21
PGR4VK6DssGH,21
SNnyGSZ85ySU,21
XfhWwMySA3nB,21
QNZRXLw7FjgY,21
H27T6mBrSZX3,21
zhAQQbL7fZYw,21
4JzTn5cMSuU9,21
zDDAKaT3RZc6,19
y9W8uwuYS6N2,21
dmHf3pcdG9sn,21
H3gcrMvDspQV,21
MWFfwR48xfSe,21
5qFHZfxyMCPu,21
DuXHFqfSNZ3g,21
BzL5PHNahv9X,21
Wdn9r63vZWNZ,21
g5882QsnASex,21
M3usYr3q2zjy,21
9meSsqkuHmNE,21
RUkng7dVVBzV,21
aDmmnHTAMDS3,21
KF98Y5RJmW4X,21
qGjWZpz4Fhj4,21
27vntnRDj7ur,21
VYLDhtzmxe4w,21
h6cV6JvJApcU,21
TSepCV5YUhBX,21
rH5PCdnpUQsq,21
zpDyabk3gyZh,21
MXMBN6sSsqQz,21
uxyFp8NLP6kW,21
24G66HKXvuCm,21
p7J6yUzaTw6K,21
j7Hgr6rCBYwW,21
q6xTqRejZk8c,21
p89Vuy9yWULQ,21
zzhgRtNC9CEz,21
eZ4mqNWLGM6n,21
y3PeNjRVWFBK,21
wyJGJcc3cSza,21
NeKrGd5cDSEv,21
K4AeZtvsFZtP,21
2fspSCQCJeBD,21
Jd7NQx5kP9Pt,21
ajGADmUytJ7c,21
average score,20.98
