password,score
wiTo0m6y64LS,21
uXXcsEwhubGl,20
JgpYD9gI7McA,21
IhK5Vy3VljQh,21
g0DreRKpJlQN,21
IYs8kM71kSrY,21
abF0V9zKMqrb,21
yNp0Pw8opyh2,21
D6uJRJV16ILi,21
MW3KDWoR9FAp,21
Hjn8y5qAWD70,21
PELCNBeFqeOS,20
N0ZOBFVRRBHx,21
2Ll5U0VBifCu,21
Yn8LfgCPOiZl,21
UEOl6VEt8S9M,21
AXsmCSQb0N4n,21
38QalKZm8LfC,21
3yIMm4KW3pez,21
MbuZU8BH7bBH,21
OcT0GNgJEIMQ,21
rIbi5ElZlROG,21
K8GpZ7lnfwCO,21
DJ1eCdLnXQsi,21
jqQRqTi6Va8S,21
863NVyWaPVRN,21
7qC4gbPJPXEU,21
BD5PHxZ79fTh,21
aTZ1axmMFXMY,21
XlJgU5V1trbM,21
qIt6YE7Dshik,21
jGM9mmxxpTcp,21
4iNV2xKqSuXm,21
nMg19KyM9mQ6,21
3G9po9eXFAGj,21
rKboWZGhzUIC,20
3VTv13CtRr4F,21
yGTYT9SU0BkY,21
jLQ47V9dYrJ9,21
yYvukUQItkXR,20
Wgz1UZCTXqF6,21
FvMsc3IdZLz8,21
oyPoGUgAJIPo,20
rg4yCm5XCcjQ,21
jQH0w5q2f3KV,21
wExF97J8kOA2,21
j3ZotnWWAioD,21
dOdZKIaV6EgM,21
RQKHrVvpBl5y,21
tgZiYK7bMAhB,21
LVboxSQGu60k,21
ANwqXQ8Nfpw5,21
6nzCTQrXQFb1,21
Swy9pMznwyeQ,21
iV8kNybSsPNK,21
OlsnYUn1Qqjo,21
hZTTNtxY4UwW,21
LtxYpgSRKW6o,21
l52YyjP92L6U,21
jfCsncgx4aFB,21
qzCnl7vihorO,21
JgyThUWDoK6B,21
ZEYfLxIiEw2A,21
L63hOqIn871q,21
zLukxNy5tDNF,21
ANWCeLcDH4rH,21
7fT7gG5qZKp7,21
clg5RevLtuoG,21
fs5xUOyvglXv,21
XUvqahl5WVt5,21
jgB3eyji2hT9,21
styhW08L,14
nXRtRuzkql9z,21
ZnYViubiRwDy,20
MlY6i3sEuF9V,21
WvrPGvCnNU7s,21
ABIMTBW69KAa,21
cs4xPtW8enr7,21
MU3oUCpmhbkD,21
rkE3HtePGgs1,21
Q7dTBJKgspOG,21
vPcB3Nvn8iSo,21
lSlctHISzlOy,16
90qbcNF9ItUn,21
Sn5rNVPVZqQN,21
hrQdu2JCmC6Z,21
PYhsiS7vMeeP,21
ToZgm328NrcT,21
h8fbidFiYUWW,21
wlopUxSna4EJ,21
FC6wP3jn0jQt,21
1i7h33hQr2BF,21
6NCUdv890mHY,21
QdOFeYxb9skX,21
istdjxWME5Sb,21
OvmV2s1457KK,21
rUoRb8L0fQcN,21
ahBJRp6dIdMM,21
gFEbttcQrfT5,21
2rzpfbb2qkwk,20
average score,20.81
