password,score
Q^?58zf%m8eg,21
=2JdF]d{%}Ss,21
M[)+dMJDKUZ6,21
W5y(Lsq+E2mH,21
s$xPV3hf]94h,21
&5kqfApzTs8B,21
e3ZVJC!&*xz),21
P]_kE-8qXku>,21
5CB*5$YC8_uv,21
?j/Hjv%_4^_&,21
^7%>$}/mUuSa,21
}FL]6d}V-.D8,21
?x]Z4kU2@y?U,21
ra9MDzCQe$Pr,21
83pRSk=&s]Ve,21
/TgH9L[PA9W-,21
cRzu{zD8QXQh,21
?DPr?-3&cL9),21
ZGfKQ48^QE9V,21
}?JP@*f5uTdk,21
8WeWtYV8s/)q,21
AA+rcSs2%J@*,21
DB*u)A?C-D{5,21
2qKdA5=zpq6-,21
^ZpEsG3]Rbj$,21
mCXe]+$kA27C,21
fqa.39}Y$7sS,21
6V[]ef4]MBrZ,21
*GCbWwNmm=Y3,21
M8/[-FG/Vj=z,21
haF69eq3F2]h,21
E/]mpsr4aqMD,21
$56Kaf!n8_yD,21
x$k][=h4GW3?,21
^_.rC+7KwVrr,21
S_DRBS9PqD5S,21
eDPj_VEFv8D?,21
T3vZHGVf]e=U,21
cErCJ&6PA}YL,21
@D??@Rym_HH6,21
Fkbn*n]+CQ5-,21
R/$fh2UBVN5.,21
3VjTN@8U)Tra,21
SrFwD3^{BNgf,21
y{eC8]Psjx)8,21
Gmv[a]5U5gmH,21
J-pzX8sRSw.?,21
PAgjA+3wu+e4,21
6y]FAC7ADMjU,21
=SQy@P2dXYZM,21
jjrsFS9LHr$W,21
W%9c^su&GjX},21
(5!47uK{?&yD,21
s^PHS3Bs)m/m,21
Q=/eZPKQ9G(w,21
=rHUhqwa8%{Y,21
tvJNc9>WjG}+,21
P=XfV-?.CdV7,21
LU7pND*nH+5Y,21
2gUJer})!Y*x,21
+k/dS6qSx6L4,21
Hts4{!qV[H5x,21
N2!_g2fdd3nr,21
uxVF/dmxaPA9,21
xLtWp@Y3w2^C,21
WQwG&J32]bhx,21
uu!=YT9D!J}$,21
fPf^qBjFzD6@,21
E{Th(Jp4HasP,21
Dku=(5@neV-?,21
6bz@u>N{9/*@,21
+GFk4De>>!YM,21
t^/+p5ugkzLx,21
Zt32qp?WvJCy,21
%z^C[A2m]rBj,21
5=Z]ReU-{3L4,21
=p$d/$*52M>*,21
Useubk8Dhb]M,21
9ze2!s9B]C][,21
b7B(4=dy]r!g,21
$%SpAf$(+-B7,21
&q5Lc[&eYW]{,21
)6}85/?Yf8M],21
?y*$8S*jyt]7,21
Ew4)nGDtU4h@,21
-SfM8J+qjgMJ,21
L6VwUhtkt_*j,21
-&4dK([$9/g8,21
!8E>F4[MsrT2,21
7C]L/F$v^4+K,21
y^=C?8wm2*J{,21
+p89v6tM(_V2,21
?s%?fT33eb=c,21
8x76NKtSX^^Q,21
SyEcgC7a{-K^,21
Z%TRz]k>w3_t,21
9/+.mU8G]t_F,21
/PC$_H!s$9ja,21
$*mvPB5F{}AE,21
G9xZXWD{}H@%,21
average score,21.0
