password,score
password123!,16
WkAFUyZu,19
DKnUximc,19
evckUgMq,19
IPzpZMXh,19
PbeBXbxh,19
rrUZnGwH,19
nNUQxpLC,19
XnKhsQyv,19
tWbDapcX,19
nEUvgcJf,19
QdfDCqTN,19
jOnQZABc,19
QigtzlBz,19
LqAUqSxl,19
CpkmfFux,19
YMKenszE,19
BhuUPGvQ,19
cMcleNAI,19
oWCGuNcl,19
qnrFxuGs,19
LAKYHrUZ,19
yomGvOmp,19
uyxbRpMu,19
vVemyDAr,19
pPafpWwP,19
VyFRNnmt,19
JpqiZaRO,19
scWEoExA,19
NInDntSJ,19
vJehkzcR,19
NIxNzZeX,19
rtailmBc,17
AaxhvJAj,19
qAgXPTFp,19
HiBRkqbp,19
wHrGRJAY,19
huHDErnb,19
GUaUCLrb,19
LwXkOWfL,19
VjJktnNE,19
EDrxRXBn,19
SRunEFXA,17
eZLqbLCg,19
NXBPKDEO,18
moiSmAUx,17
hiSKQmBR,19
ROPEuCLT,19
MAbGrPkf,19
exFKyvGY,19
KBOlQFiu,19
KuJnlVTQ,19
XStAUSrQ,19
sEffMvkS,19
yHrQVOZh,19
ilgmsQlY,19
JYOAdwUS,19
xiVdiFAJ,19
KZPwtEUc,19
yKVqYZVv,19
IhdynYDC,19
HUubPQJe,19
bCmphdQW,19
NBtddFkp,19
vtaVazub,19
uNPCYxHY,19
IhiZexNz,19
EVUfZsUs,19
kgmhMWXO,19
QWWovyMu,19
XVtRaFWh,19
LvpKqZTo,19
JwUwONVo,19
WmSabzMK,19
HAhEIjzU,19
CbYwLbEB,19
pZhPdEVl,19
EKpsOddI,19
SikYoEEg,19
Fheutpid,19
FxigrGqK,19
bFQyPYtZ,19
OpQyPVcp,19
REpMuovT,19
lamsAUrA,17
ZvNsNPdn,19
uetmanmS,19
GEFDizvO,19
PQZJjGMk,19
Usasfrfy,19
FGHmqdBw,19
DCtPozne,19
TmMoEPvT,19
lrsyMUTR,19
mobdZcxW,19
NijLtdxY,19
gNXuBANs,19
PgOkCofY,19
mVPrKvSD,19
cpWFRAWH,19
GskMThwU,19
average score,18.88118811881188
