password,score
D0sZ40ck7BkT,21
FlN6n36q6iDO,21
1UAHq13dFh0w,21
FCr6bX3L61dl,21
RR8tEW017uih,21
4b7SHT36wmNd,21
pmHBcL32O5w0,21
Vk4O4T1uLjz1,21
E4ipB1N0Zck9,21
eD89eWKh6cF6,21
yEp1KtHq1B47,21
0vf1Bi53DaTQ,21
4PPn99jZ5Mtc,21
Xrbk1u6DG4Y7,21
7SNdg7e3Z1wY,21
01Zi4C7zFyvK,21
XoU9w0R1u1Sq,21
4LhH5XnqF0e1,21
PovL7KHjb293,21
a5Y8PzcW85Ac,21
rDR3SZ55g3gx,21
e1eJL9jsVW20,21
3s4CacTG6eT6,21
3MIz6Q8fO2me,21
S8JGb8Lku32m,21
Wf14avBqK21O,21
7Rw7Z6QorvR7,21
UzY8Pm47eS9b,21
08pXCbEe28Hh,21
f84Epob6NW3P,21
0I1I2tKlH2rj,21
aL01TYfem7D7,21
2Mt7OTi6Zh2u,21
9G5pG91uvWBw,21
8fD3NAP5xqv9,21
1oTb304WgmJL,21
d8cHR6eM5c8N,21
f1V6gB8MS6pg,21
6YCoxhO207Ot,21
j0Y8dWJ5aR9n,21
09OwQ79joQgY,21
9E8B3Kha6gVf,21
vW5q9XgtE88S,21
yLb9mJ15Jf6E,21
l6gZjl34O2QM,21
GEPx4T12l2mn,21
0dR6dASD64ax,21
Nt9Mjw6B8gZ2,21
Et1X5ZyH2hw6,21
7fiUo0FVA3j0,21
xgND2kd91O1L,21
F2ozfOJ6T2s8,21
i9G39ajhF6WU,21
zDp62o0EBK3g,21
3Z0sN2WRsuo3,21
7tVGybHO3b81,21
23uKOBuq57nI,21
DI8X2jkb4y0N,21
2V7M8mFyn2Vp,21
i7wuTlE549OF,21
8jKJHBf743fp,21
1X9dU45jVMyw,21
f8vqC1Q0PM3r,21
Ld12REK5sju6,21
7hFABb4y0f0R,21
66p4Ao1sNEeO,21
47hLT3j9McOw,21
8zDvM3BC0e7c,21
0E8oC05FjspW,21
u8QXPX67of2g,21
2X3IL06oGacp,21
Lc5u4OwgDV18,21
bU96G67MnifL,21
4FkHKlE8s8c3,21
760tbIY7DFhx,21
TtrG6s51Zg3C,21
9Vy35PY8xMwe,21
0ZzNRiDzv415,21
aApZW300j0uN,21
HwYx6U346bZk,21
9cSM43eyV0Af,21
ga1E25dOD7qY,21
ApNT9c3nf93S,21
Wx7566fKaGqE,21
l5ZLyl4qQ3H3,21
9Zu8Zf1KBwb6,21
z9wcJ1Q7Gp2U,21
wU78l7KeBAg8,21
0g0U5NhPk1Oj,21
7X1LH9ydZjp0,21
6w55bXZR4eQp,21
hHbn0Js4H55J,21
mM617hEq4QHv,21
3XBoQh34pgS0,21
6IRy6cpu06VF,21
vT32LKmo0dJ8,21
EH9Zq84Ow3is,21
21j11TvjgGFF,21
7dwC1q5u9CHV,21
M5AydSJ262pt,21
average score,21.0
