password,score
277OdFs3,19
39uIAf35,19
23jD7El2,19
nW3Qr377,19
n18gW4D8,19
396lMgP9,19
7N5c6X1h,19
sS8kP117,19
C97S6ri2,19
lH202j4O,19
796PWq5m,19
Uob9O594,19
DJ7r27p1,19
570AKhr0,19
56uEZu67,19
J6k4Hz77,19
U035B4wt,19
zEf5990U,19
3SM32v9p,19
y4F00oR0,19
4P47rO7h,19
025RWex6,19
dP10t8P9,19
3b0cYS41,19
5z05OLe2,19
1OI8w8i9,19
x503E1iQ,19
M4q5bK99,19
U230Npu6,19
SqbW8323,19
rId38B07,19
02yr8Y6L,19
b784fIY9,19
8Z78U6kl,19
n9518bSH,19
r3E8zO90,19
S2Xb92d5,19
1F524Jul,19
ir7P4H82,19
R2d2Hp75,19
6es85U9X,19
4h9yK08S,19
aY07g10Y,19
34vKx7C7,19
22l7U4dA,19
73kU5rT8,19
C52p42kU,19
290I5zZj,19
w3C3t6A2,19
3Il77qE0,19
94Hm9X7i,19
52dU6eL0,19
I3F9p61j,19
m31G6r6A,19
34sH60Zv,19
H13soC07,19
0iyK2I15,19
28tXwG82,19
N2524kDe,19
7i6o1BD5,19
U81o19Dg,19
15bSw8W7,19
a59k7SZ5,19
X70yI0m6,19
m64H81aW,19
8Crb804W,19
40wsP8L7,19
z1O12N1p,19
48aZR98v,19
W60w3R8s,19
V2aE321d,19
f5V00c9A,19
l2H6g41X,19
E1f1S0g2,19
376ceN1H,19
Wv069K4h,19
6M9Xp4m8,19
6G9w57Ok,19
25tq7H2S,19
84C33Nfr,19
5U1sd4J0,19
46n4R8qE,19
3Vkl09I4,19
jqG7J959,19
s558q9BY,19
x77G52Sk,19
k1Jg384E,19
2iH1m43S,19
D576Of5r,19
6uk7L47S,19
P9Ao9h68,19
W0br6T90,19
F951r7Gn,19
N4M4r5i8,19
2Yqm7B51,19
8Mu2s7L1,19
5D34jn6W,19
dO074Bb5,19
6606iHuQ,19
1EIz8y74,19
average score,19.0
