password,score
k7j!sZ}p,19
uhQrLk$2,19
4Jje_hPA,19
/3(3cDr?,19
aPvu7&h^,19
Rq[nDU5d,19
(>JFK8bW,19
=B6G[*aE,19
HR3/(=.w,19
+WFTVu4%,19
N!+G9.qS,19
QQhA5Y}S,19
!gqwB9^p,19
.w>z4RV>,19
4TNZj(WX,19
hH^uJ-5c,19
w+fnT5he,19
!+cNSX6a,19
Scnwt=)3,19
m=XA4MLB,19
bKGr[8Bb,19
8HR_c^!s,19
3F>U{2/q,19
5=SHLja!,19
Hz&6L3p8,19
XU8$A]n&,19
F-+6zaJR,19
JD+NmD9{,19
.S6uL}%v,19
vU=.%L$5,19
3d@b=-FC,19
-E%78ynj,19
-*2uaJeF,19
xx8&^HP},19
3krnz_Lt,19
5Tc^&34a,19
g_E4^Km{,19
G3(xKP{3,19
xD8JnbQ],19
e7.aW.Gn,19
4qE7Lx{E,19
*P(W!n_9,19
>R9LJFQd,19
nCT_9CaX,19
F9h>$SXL,19
]E2ssEyC,19
zF6TW(8c,19
%@D!t5zP,19
H!sF5$!B,19
V*{_RpM8,19
6t)TCnz.,19
CSvY?h9n,19
Hk9.EVr{,19
*7aLvc9?,19
DR>@S7je,19
Q5[p=5/.,19
{+{t4FFh,19
[-3]eRYY,19
V}D]h8yk,19
ax(MJTk4,19
hEq&F}C5,19
t3K=d_*p,19
3-Vt7H5b,19
343QwZg$,19
?ae5KA7N,19
5N%z4.U],19
ApRm4b-/,19
8(}P/4j+,19
J!Xq3a3k,19
nS+TLBB4,19
aK]mJm8_,19
5n(Tg94n,19
4x&Edf@=,19
s9N>.q9t,19
Qm_2%GdB,19
8KW@UK^h,19
Cw8Js.HF,19
Vq}@N5&_,19
&}_(4WCc,19
Bu4T-?Gr,19
ujt7Y/2L,19
2p}q+9CS,19
+?848Tw4,19
Y!>DQa3=,19
]4c+Sya8,19
Hn?jW5v!,19
$-u+8Dg6,19
d$3%+W9K,19
t9}+ePF{,19
b{*@H4D&,19
wMu[2k9v,19
S2LNPcV_,19
hML_&A2&,19
@=^mg7Tj,19
9U}{pSsm,19
}ku8B5=3,19
ws+8U%Ax,19
_(Hp!6?8,19
FXt2W@89,19
8AEC]gPE,19
average score,19.0
