password,score
zPypgsVjuRhhXhNAU9KK,24
aVb3sEWBXY4rXjBJMKPh,24
fZ73bjSTNZ8sUb6y9UJt,24
Sa78de8sN9Rc3dwC7bmJ,24
tMFP7DhWsFRtFrP5fRQT,24
WxVsDdd8CvWv2HwkLer3,24
rL8GyGDvv7musHmmtddH,24
BncJL9qgtsvPPkQy2fAR,24
BDDkBwKCm5wNL2PNCMKY,24
Ew9gV7u9kdRfqvumqcJf,24
Zn7jRkbR4At4DLHhZ9v2,24
fdzYVg8xUec5T8P2t7vJ,24
jfDKRLJtER6fFV4Ua97T,24
VFP6ZA4VxwtkC8uH965z,24
NRQhWsD4DfEQhzZc7Ujn,24
M8CQB2WLf2aYQpVvJHwk,24
5smGfmqLLhJ9DCFGGdpE,24
GkyXerKDTGedWS2Bt7wJ,24
vvYcNryBrqfVrMx7j9Hb,24
NyLqFQRptUXxcsWVu9se,24
EF3NPeJr8jtRVxCWpxXf,24
DXRbQaC9JAjQKVcBES5N,24
wVX9vScTgXCQvEE4LGgt,24
HS5eFFXb246aJtj6eHsJ,24
KNcKysPA8w5tkUHDWvTt,24
fLTbRqTMzQgzCsyj3Bku,24
dVGh3YDFKW9yTrLCHCkx,24
Uchc2mTQZwtXUyEUuBPN,24
ZtGBpJKaJZaCvSgPnYS3,24
7gbS7z42TL2JudPzYunZ,24
pvxJYj7jYsg6j639yN43,24
wUgptTB2zYe5CuMM52Ht,24
Z5VD6bPhYpMVrYrxVBvY,24
g423ZSbtE2EByfeUHVBs,24
BBXcsWuY2vXeeXbQXNxq,24
4LEgKmJG7B2U9wXfMDj7,24
4UhGcg8Cz54zZBfLMwtd,24
CzKtyvgA8HUjH4bcQtka,24
Rpzsu9HuHnyqfMsHGbVZ,24
Z6wXAekXEph9yZBhcnd6,24
jjnNcMxC7ZqFAmdd5gcu,24
NdZEHgEKAGgKH3VGTPzh,24
TAF6HARmUAnVqqxY3cKw,23
9aZkFcuJZwDkN3MLZsnC,24
UZAHefN6JBygeBxhrZdK,24
zWE4EQTsyKshv25sYXnD,24
fEY6RzhmCmRHtYU45jW8,24
s8yfsEtFgS4D47t9fBws,24
KA2RqkXmEHMwzDXWLZpb,24
F2VNymZmGvNBVp83nM2Z,24
xyggGXy2JeMF6efXaYLw,24
xCfhQcBrLzt3Lje7fvtn,24
prbYcqGekpKkykhwh7WC,24
SnRjfj3rWApzy6ZHaNuv,24
mFU9rzSWHZppvjYF373H,24
mhb3JFB5zEhdS939yNBx,24
j3uz4mfHEAZXKNqaNpNm,24
UD59Af5GMdhxV6ZEQGHN,24
LtNJfgRka4UkXXjyt8qc,24
qesjyGmwyrgccrtwnR3q,24
Kd7k3NKmzHLdnXPV45cz,24
BHJLgVKX87KPRqvDfWSG,24
w9hsrUEYwFwMgey7wJxe,24
YW3QYn2sZn9s6pXLZ3X3,24
4RTTkYqSDVvN2HjjFrcB,24
a4TZUH3yra3kn5Dm7Bvx,24
UQFaBdfVeFjRvs8kYaY8,24
JUwwJtbpeYfekAPtL7ZQ,24
esADNuZHp833bKRZdnVz,24
A2mZ5ReUqZL3DAg23SjK,24
tJm7bY2vKBsK57kPrG5z,24
pejpFc6LfYWZjPZ8LCKT,24
H3TT9nAAvNu53Zy2b4bn,24
dcmwteajq7ZkfUCFumQR,24
EJYAKyrFNemB8PFhMaXe,24
kPMZyc5E6sCXL56tff7b,24
7gzT243T6HggAkKLVwRr,24
F6qJzKvuptJyNuAhZwaR,24
427vXT9M3qExW7UumnpR,24
SM9NEBT7NyzdkFFp5s73,24
KEdtX2KEXMHMZJLWJVpc,24
n7ZaNhAMLfXa5xSGYyJm,24
3e5Ebxwp435SZXkpxAMN,24
UXnGcjuCwxN8Q2WhYFGc,24
rUTkh7Z7Zk7dbgPQ9Msf,24
D5dgSAXZx6PADxT4Fr7S,24
DMXezRaWH5BLGWvdAxpL,24
Vw4XYsZr8J6aN5RMJ2zH,24
Az8NhdGLjvabsWTk3LeY,24
RcEGgKFcEBVUYHeLsE4x,21
mb8kYCRXx7gZA7uTBJHD,24
GSXjZcfKGt3efUzEDHUr,23
wyDXSJfPypG8dssG4BjB,24
WkttdHTWkCVUeD2XGTP7,24
fzyja3r8fCX7gaASGpzt,24
FL69G4pSS8zUAcTH2Zym,24
q6zB9NYuRvCjnwRRQmJJ,24
zzT6m2sY4gM6xNkCL5fg,24
EGJ4xTmENnKgcZmvnh8U,24
dEvYrAPj588xvPjcujZY,24
average score,23.95
