password,score
XkJeSdjHcaPS,20
hlIplPHLVMjp,20
ktdEZCsWgYwB,20
LSONywjwBfvL,20
hIWrGttaAtMB,20
sETcHhctWPNu,18
ymOTCWKukyAa,20
SfTGlhEcimUS,20
yGDVcrMUThpw,20
lVuVHtiLSoxS,20
AojXpiHdNxVP,20
KgqwQpCBMxFl,20
KXjtYoKkyUvK,20
TiwVNinPzSuI,20
nfFNZPBdnbOr,20
AMjxiuXFgQqP,20
aTfmQBohFKwY,20
HqseAAEMAthl,17
AnThuxrpWZXR,20
psWcFRmpRlFA,20
iGEGOaJCaafe,20
QNKTbzDrdUbx,20
kLMkiHjGFrbZ,20
lTpCkOrPdKpK,20
BXctRfzYMIbr,20
LkJixwMNNpBc,20
SksXvpYBgGFr,20
KciLEGwcSiHx,20
tEhqtDENpcTI,20
yZnGoVmaJyTX,20
fRqRDtlIuOHj,20
EkHQahuBYdJi,20
xkUUYwaFvAZi,20
ehjgGGABJtkY,20
PwfNwXsoRuMY,20
PuCjlYzFBgWa,20
WKtiHIRphtbT,20
fKKRcnPoDnrM,20
oSxnQvFJdZwH,20
jAkotvKpFSRA,20
JgVPHvLuqLfn,20
MEoAofiBaZLk,20
XiTFYnhZrjoZ,20
GVOeffpZCQwr,20
miXMdRiNuCBz,20
ookBUkCJxzPO,20
wURKMmtnMExh,20
tVAYgkdDpAyA,20
JRUDvEaXrxwn,20
kuotPTSlSrPU,20
wPzxHBVuLtrY,20
fzMZfSWkrRCn,20
JxGMnrGocQPd,20
tWvgJHhqFPaI,20
olyQVUnPQkBk,20
bQaAVjjSxDcX,20
tdBlZpYLErMx,20
jKdsFQccYFcW,20
BxJmbHZSBjms,20
KvAexHfySMuQ,20
yHTyVveWFbNa,20
RIgQLvDikmSq,20
aiHdQRSoiDnN,20
VsFwkOBpaNRa,20
TplvhBkcYPUP,20
XfkUiAnYvZTg,20
blSmwuuZFRGI,20
PvmtFYHVaQqp,20
bokiJFWLXOgl,20
jLsTQYvVpaeE,20
IqxNaKXlRHlm,20
uYpeLNllYNeN,20
rahynHRAFEFo,20
ABToHsnvmMUw,20
RbFjxUJwfZdS,20
AblwQwNvOsIC,20
dNyTsADKcemE,20
pxocPeADhZYZ,20
bNVfiOZvKynF,20
QwkNhGvEsGAz,20
iSCZpwFpDvZz,20
tneUFBERjpzU,20
BCtsoAoZWclV,20
AHukYNZgewCu,20
RbZYRliHhNpg,20
HKJKlnmUaXjj,20
edIYJRkaqDGe,20
NYYnklaYFCqi,20
kIwLWSsRnrPp,20
XrVAoQmhYSgr,20
pDghdOIVhPAd,20
JckJOZaqGiaM,20
sJSMMBwuYwrd,20
NHuNgZPsugKh,20
CAXimnKwxOuL,20
UeLJpggJtZyB,20
DSqoeekOUQfL,20
IbCwMmQGBblt,20
ZQtpdKbbQUMs,20
TbcNTWOvvWck,20
average score,19.95
