password,score
X40fXoht,19
5vReCJBm,19
9XZqizym,19
O63RFRkw,19
dm52lxF5,19
DzwKbmmy,19
VEqtQQT6,19
8QIc5M81,19
CXUlBnCD,19
wdB84VIS,19
c19EPBLv,19
CLn6cNWw,19
RciH6lFt,19
uvHAfoAK,19
5CwPHUbz,19
oP4eDR4B,19
kg1LuoxH,19
nO8JhXoA,19
urpJYbTz,19
ZkjLANja,19
85QsoPVi,19
sD1Yb3FL,19
Jihj5JCt,19
ipHqFnQb,19
LREGEvu9,19
T5UmihIp,19
7YcQv6fT,19
cNjRdCal,19
Qwsm1VV1,19
Uaw9Trhg,19
IVaqTPuc,19
6eCgSsoU,19
sT58ERKq,19
oMQkUqI3,19
7wpxtKsf,19
86aA6f0j,19
23ulNHcK,19
97u9alhu,18
jd3KqdCn,19
ibDUm8xw,19
HG2DdAyi,19
pzRY4dV3,19
sIukFPWb,19
NaF1Pr2W,19
fGKD4Sr1,19
0ayAXBTi,19
X3QzCTwY,19
jgRXFJLC,19
y43EU8lA,19
cvoQbASk,17
t2yCsFKW,19
OoI4pxck,19
FXYa5CgE,19
g5b36Lbu,19
PHNXSKyn,19
El1ZiFRL,19
LHcF2VUW,19
6jpILiW1,19
VsFe51rJ,19
i0Hmnt5C,19
cGUbwKEA,19
QXSKP5BZ,18
EiDDi773,19
aw5OeX4Y,19
SteWMtDt,19
PGeHLrtO,19
SMmjgIB6,19
GtONbaqh,19
SMpUEmSv,19
uL0rV8LI,19
YcP7b293,19
XRGWKuRT,19
4DrtAAXl,19
toQTXnR5,19
efWXpH7K,19
f5PB2i00,19
RT4qkCaZ,19
fkf3rw1N,19
1OuislGw,19
MxV6dKU8,19
QtA4pkd8,19
X8J5hCIu,19
gRx7P16Q,19
d218odai,18
pHhNCSqu,19
5YaDQ7H6,19
hhfqzRBu,19
1NDg8Ire,19
F3xLUP2U,19
SCJhiiSf,19
wfSWWFbg,19
dKZQ83vq,19
oivdF7UR,19
rfaPrVbK,19
eDDYPbqY,19
CDmjTuLh,19
pL6wCa96,19
tkjFjQMw,19
1kSdrKyO,19
LuPzSuED,19
average score,18.95
